final5best_random_8,heatmapTime,2.5848841667
final5best_random_8,renderTime,3.1687130928
final5best_random_9,blastHits,40
final5best_random_9,blast,99.7735259533
final5best_random_9,mafftTime,215.518914938
final5best_random_9,trimalTime,2.4475359917
final5best_random_9,fasttreeTime,19.1586470604
final5best_random_9,heatmapTime,2.6314110756
final5best_random_9,renderTime,3.2538249493
final5best_random_10,blastHits,48
final5best_random_10,blast,108.630614996
final5best_random_10,mafftTime,287.926831007
final5best_random_10,trimalTime,3.4290158749
final5best_random_10,fasttreeTime,27.4487810135
final5best_random_10,heatmapTime,2.6674661636
final5best_random_10,renderTime,3.4888811112
final5best_random_11,blastHits,54
final5best_random_11,blast,119.852782965
final5best_random_11,mafftTime,359.624459982
final5best_random_11,trimalTime,4.1781549454
final5best_random_11,fasttreeTime,29.596642971
final5best_random_11,heatmapTime,2.6970069408
final5best_random_11,renderTime,3.7869479656
final5best_random_12,blastHits,60
final5best_random_12,blast,131.524240971
final5best_random_12,mafftTime,417.909086943
final5best_random_12,trimalTime,5.2930400372
final5best_random_12,fasttreeTime,32.1189680099
final5best_random_12,heatmapTime,2.7711279392
final5best_random_12,renderTime,4.4050378799
final5best_random_13,blastHits,65
final5best_random_13,blast,143.219385862
final5best_random_13,mafftTime,481.488918066
final5best_random_13,trimalTime,5.9492030144
final5best_random_13,fasttreeTime,33.7999229431
final5best_random_13,heatmapTime,2.8747098446
final5best_random_13,renderTime,4.2293140888
final5best_random_14,blastHits,64
final5best_random_14,blast,153.202476025
final5best_random_14,mafftTime,485.245351791
final5best_random_14,trimalTime,6.0769560337
final5best_random_14,fasttreeTime,33.5273799896
final5best_random_14,heatmapTime,2.8484089375
final5best_random_14,renderTime,4.2300839424
final5best_random_15,blastHits,74
final5best_random_15,blast,165.608295918
final5best_random_15,mafftTime,625.914896011
final5best_random_15,trimalTime,7.5413970947
final5best_random_15,fasttreeTime,44.3117949963
final5best_random_15,heatmapTime,2.9393289089
final5best_random_15,renderTime,4.5400340557
final5best_random_16,blastHits,80
final5best_random_16,blast,177.39155817
final5best_random_16,mafftTime,707.545575857
final5best_random_16,trimalTime,9.2239091396
final5best_random_16,fasttreeTime,39.0652649403
final5best_random_16,heatmapTime,3.1354548931
final5best_random_16,renderTime,4.6899800301
final5best_random_17,blastHits,78
final5best_random_17,blast,185.366220951
final5best_random_17,mafftTime,656.822271109
final5best_random_17,trimalTime,8.3864541054
final5best_random_17,fasttreeTime,45.9369590282
final5best_random_17,heatmapTime,3.0095880032
final5best_random_17,renderTime,4.9593679905
final5best_random_18,blastHits,85
final5best_random_18,blast,199.020606041
final5best_random_18,mafftTime,774.591969013
final5best_random_18,trimalTime,9.726473093
final5best_random_18,fasttreeTime,48.5949709415
final5best_random_18,heatmapTime,3.2305598259
final5best_random_18,renderTime,5.1309039593
final5best_random_19,blastHits,93
final5best_random_19,blast,206.339941025
final5best_random_19,mafftTime,915.095179081
final5best_random_19,trimalTime,11.535834074
final5best_random_19,fasttreeTime,46.9946138859
final5best_random_19,heatmapTime,3.3720219135
final5best_random_19,renderTime,5.5143959522
final5best_random_20,blastHits,96
final5best_random_20,blast,224.027100086
final5best_random_20,mafftTime,978.280171871
final5best_random_20,trimalTime,12.0453138351
final5best_random_20,fasttreeTime,57.7479319572
final5best_random_20,heatmapTime,3.3723058701
final5best_random_20,renderTime,5.4983570576
final5best_random_21,blastHits,99
final5best_random_21,blast,227.662734032
final5best_random_21,mafftTime,1037.04196405
final5best_random_21,trimalTime,12.9865350723
final5best_random_21,fasttreeTime,68.3299720287
final5best_random_21,heatmapTime,3.4542820454
final5best_random_21,renderTime,5.5955300331
final5best_random_22,blastHits,110
final5best_random_22,blast,240.24403286
final5best_random_22,mafftTime,1240.83534098
final5best_random_22,trimalTime,15.8192098141
final5best_random_22,fasttreeTime,71.0205500126
final5best_random_22,heatmapTime,3.6695899963
final5best_random_22,renderTime,6.3994791508
final5best_random_23,blastHits,112
final5best_random_23,blast,251.640692949
final5best_random_23,mafftTime,1292.5615952
final5best_random_23,trimalTime,16.2914829254
final5best_random_23,fasttreeTime,58.1839630604
final5best_random_23,heatmapTime,3.7776648998
final5best_random_23,renderTime,6.2754898071
final5best_random_24,blastHits,113
final5best_random_24,blast,263.150148153
final5best_random_24,mafftTime,1353.33087611
final5best_random_24,trimalTime,16.633564949
final5best_random_24,fasttreeTime,63.6166849136
final5best_random_24,heatmapTime,3.7674379349
final5best_random_24,renderTime,6.5926580429
final5best_random_25,blastHits,116
final5best_random_25,blast,273.413280964
final5best_random_25,mafftTime,1375.78471017
final5best_random_25,trimalTime,17.3286240101
final5best_random_25,fasttreeTime,67.4695210457
final5best_random_25,heatmapTime,3.8718969822
final5best_random_25,renderTime,6.5192050934
final5best_random_26,blastHits,117
final5best_random_26,blast,284.939715862
final5best_random_26,mafftTime,1469.76509094
final5best_random_26,trimalTime,17.5734789371
final5best_random_26,fasttreeTime,76.8826520443
final5best_random_26,heatmapTime,3.8288850784
final5best_random_26,renderTime,6.2942931652
final5best_random_27,blastHits,132
final5best_random_27,blast,298.154436111
final5best_random_27,mafftTime,1785.35194397
final5best_random_27,trimalTime,22.2244768143
final5best_random_27,fasttreeTime,83.272454977
final5best_random_27,heatmapTime,4.2239379883
final5best_random_27,renderTime,7.0731959343
final5best_random_28,blastHits,135
final5best_random_28,blast,307.749714136
final5best_random_28,mafftTime,1878.23896503
final5best_random_28,trimalTime,23.6240420341
final5best_random_28,fasttreeTime,85.7844610214
final5best_random_28,heatmapTime,4.3660898209
final5best_random_28,renderTime,7.9353399277
final5best_random_29,blastHits,139
final5best_random_29,blast,318.72185111
final5best_random_29,mafftTime,1929.50511813
final5best_random_29,trimalTime,24.6093330383
final5best_random_29,fasttreeTime,84.088080883
final5best_random_29,heatmapTime,4.4310600758
final5best_random_29,renderTime,7.485049963
final5best_random_30,blastHits,126
final5best_random_30,blast,327.424982071
final5best_random_30,mafftTime,1606.08648205
final5best_random_30,trimalTime,20.4320950508
final5best_random_30,fasttreeTime,76.3320219517
final5best_random_30,heatmapTime,4.0001978874
final5best_random_30,renderTime,7.4079740048
final5best_random_31,blastHits,146
final5best_random_31,blast,343.630638838
final5best_random_31,mafftTime,2159.33180404
final5best_random_31,trimalTime,26.9741120338
final5best_random_31,fasttreeTime,94.4050610065
final5best_random_31,heatmapTime,4.5582020283
final5best_random_31,renderTime,8.0245440006
final5best_random_32,blastHits,156
final5best_random_32,blast,351.241164923
final5best_random_32,mafftTime,2475.60220218
final5best_random_32,trimalTime,30.9135320187
final5best_random_32,fasttreeTime,99.5178670883
final5best_random_32,heatmapTime,4.9956901074
final5best_random_32,renderTime,9.0058610439
final5best_random_33,blastHits,159
final5best_random_33,blast,363.792135
final5best_random_33,mafftTime,2599.07635593
final5best_random_33,trimalTime,32.0106527805
final5best_random_33,fasttreeTime,109.417048931
final5best_random_33,heatmapTime,5.0006148815
final5best_random_33,renderTime,8.30387187
final5best_random_34,blastHits,163
final5best_random_34,blast,373.743014097
final5best_random_34,mafftTime,2664.43611121
final5best_random_34,trimalTime,33.9364259243
final5best_random_34,fasttreeTime,116.936986923
final5best_random_34,heatmapTime,5.1812429428
final5best_random_34,renderTime,8.7466580868
final5best_random_35,blastHits,170
final5best_random_35,blast,384.854295015
final5best_random_35,mafftTime,2837.41691995
final5best_random_35,trimalTime,36.5771379471
final5best_random_35,fasttreeTime,107.053359032
final5best_random_35,heatmapTime,5.3685209751
final5best_random_35,renderTime,9.5042219162
final5best_random_36,blastHits,169
final5best_random_36,blast,399.103880882
final5best_random_36,mafftTime,2863.7691381
final5best_random_36,trimalTime,36.325838089
final5best_random_36,fasttreeTime,106.835026979
final5best_random_36,heatmapTime,5.3370549679
final5best_random_36,renderTime,9.6770751476
final5best_random_37,blastHits,175
final5best_random_37,blast,406.85140419
final5best_random_37,mafftTime,2987.93024111
final5best_random_37,trimalTime,38.8980169296
final5best_random_37,fasttreeTime,112.474074125
final5best_random_37,heatmapTime,5.633865118
final5best_random_37,renderTime,9.6127910614
final5best_random_38,blastHits,163
final5best_random_38,blast,423.003814936
final5best_random_38,mafftTime,2669.21324396
final5best_random_38,trimalTime,33.6849470139
final5best_random_38,fasttreeTime,104.362771034
final5best_random_38,heatmapTime,5.1997630596
final5best_random_38,renderTime,8.6619019508
final5best_random_39,blastHits,183
final5best_random_39,blast,429.799486876
final5best_random_39,mafftTime,3429.11126304
final5best_random_39,trimalTime,42.2755560875
final5best_random_39,fasttreeTime,123.080996037
final5best_random_39,heatmapTime,6.077133894
final5best_random_39,renderTime,9.7423210144
final5best_random_40,blastHits,188
final5best_random_40,blast,443.417440176
final5best_random_40,mafftTime,3617.05605006
final5best_random_40,trimalTime,44.4830219746
final5best_random_40,fasttreeTime,121.754410982
final5best_random_40,heatmapTime,6.071762085
final5best_random_40,renderTime,10.1952049732
final5best_random_41,blastHits,195
final5best_random_41,blast,451.749308825
final5best_random_41,mafftTime,3692.25532103
final5best_random_41,trimalTime,47.624434948
final5best_random_41,fasttreeTime,118.721872807
final5best_random_41,heatmapTime,6.1267750263
final5best_random_41,renderTime,10.3642818928
final5best_random_42,blastHits,193
final5best_random_42,blast,466.251075029
final5best_random_42,mafftTime,3706.82578897
final5best_random_42,trimalTime,52.4398210049
final5best_random_42,fasttreeTime,132.332103968
final5best_random_42,heatmapTime,5.841383934
final5best_random_42,renderTime,10.753357172
final5best_random_43,blastHits,203
final5best_random_43,blast,473.244143009
final5best_random_43,mafftTime,4205.58764577
final5best_random_43,trimalTime,51.6008679867
final5best_random_43,fasttreeTime,149.660225153
final5best_random_43,heatmapTime,7.0116598606
final5best_random_43,renderTime,11.0732848644
final5best_random_44,blastHits,196
final5best_random_44,blast,484.461361885
final5best_random_44,mafftTime,3710.98095107
final5best_random_44,trimalTime,47.9927921295
final5best_random_44,fasttreeTime,127.155591965
final5best_random_44,heatmapTime,6.2733299732
final5best_random_44,renderTime,11.1218481064
final5best_random_45,blastHits,208
final5best_random_45,blast,496.85076189
final5best_random_45,mafftTime,4411.13139081
final5best_random_45,trimalTime,54.4134731293
final5best_random_45,fasttreeTime,141.957648039
final5best_random_45,heatmapTime,7.138258934
final5best_random_45,renderTime,11.1569418907
final5best_random_46,blastHits,206
final5best_random_46,blast,509.681143999
final5best_random_46,mafftTime,4194.96479177
final5best_random_46,trimalTime,53.5336880684
final5best_random_46,fasttreeTime,141.297073841
final5best_random_46,heatmapTime,7.1433908939
final5best_random_46,renderTime,11.1162219048
final5best_random_47,blastHits,209
final5best_random_47,blast,516.425082207
final5best_random_47,mafftTime,4202.47630191
final5best_random_47,trimalTime,54.7453598976
final5best_random_47,fasttreeTime,145.373281002
final5best_random_47,heatmapTime,7.4295909405
final5best_random_47,renderTime,11.5471570492
final5best_random_48,blastHits,214
final5best_random_48,blast,532.392524004
final5best_random_48,mafftTime,4714.39989209
final5best_random_48,trimalTime,57.861495018
final5best_random_48,fasttreeTime,155.676705122
final5best_random_48,heatmapTime,7.5479309559
final5best_random_48,renderTime,11.2327001095
final5best_random_49,blastHits,230
final5best_random_49,blast,536.66852212
final5best_random_49,mafftTime,5213.43282008
final5best_random_49,trimalTime,66.7521169186
final5best_random_49,fasttreeTime,152.440042973
final5best_random_49,heatmapTime,8.3127119541
final5best_random_49,renderTime,12.2707848549
final5best_random_50,blastHits,212
final5best_random_50,blast,551.580125093
final5best_random_50,mafftTime,4341.03489709
final5best_random_50,trimalTime,56.1251838207
final5best_random_50,fasttreeTime,141.94331789
final5best_random_50,heatmapTime,7.3375990391
final5best_random_50,renderTime,11.263666153
